stop_id,stop_name,stop_lat,stop_lon,zone
6392,PINTU KOLEJ MATRIKULASI ARAU,6.441062,100.27541,
6393,TAMAN SRI WANG,6.4425047,100.27515,
6394,PINTU B UITM ARAU,6.4448985,100.27424,
6395,PADANG BERINGIN,6.4460669,100.27822,
6396,ANJUNG SISWA,6.4481479,100.28003,
6397,KAFE MANGGA,6.4510444,100.27841,
6398,KOMPLEKS SUKAN UITM ARAU,6.4533322,100.27504,
6399,SIMPANG PINTU A UITM ARAU,6.4532796,100.27268,
6400,SK GUAR NANGKA / KG BARU GUAR NANGKA,6.4744224,100.28731,
6401,SIMPANG PENJARA DAN PUSAT KOREKSIONAL PERLIS,6.4807667,100.29196,
6402,PAYA BURMA,6.481574,100.295773,
6403,KG BARU KOK KLANG,6.4844465,100.30878,
6404,KG KOK KLANG,6.482133,100.303717,
6405,FELDA CHUPING,6.491944,100.333467,
6406,KTM PADANG BESAR A,6.663667,100.320028,
6407,KTM PADANG BESAR B,6.6636121,100.3200195,
6408,HUB PADANG BESAR 1A,6.661344,100.3211695,
6409,HUB PADANG BESAR 1B,6.6612375,100.3211352,
6410,HUB PADANG BESAR 2A,6.66131,100.3214011,
6411,HUB PADANG BESAR 2B,6.6614752,100.3214816,
6412,TAMAN KASTAM 2,6.6544962,100.3021935,
6413,TAMAN KASTAM 2 OPP,6.6546571,100.3024714,
6414,TAMAN KASTAM 3,6.6565912,100.2947768,
6415,TAMAN KASTAM 3 OPP,6.6566481,100.2948837,
6416,KLINIK KK PADANG BESAR,6.657334,100.2928615,
6418,KOK MAK,6.6571547,100.2885085,
6419,KOK MAK OPP,6.65727,100.2884922,
6420,MASJID OSMANIAH,6.655903,100.2834531,
6421,MASJID OSMANIAH OPP,6.6560195,100.2832992,
6422,LADANG BURUNG UNTA,6.6557751,100.2813608,
6423,LADANG BURUNG UNTA OPP,6.6558861,100.281471,
6424,SIMPANG FELDA MATA AIR,6.655669,100.2789451,
6425,SIMPANG FELDA MATA AIR OPP,6.6557405,100.2784789,
6426,KAMPUNG SENA DALAM,6.6554909,100.2766125,
6427,KAMPUNG SENA DALAM OPP,6.6555952,100.27645,
6428,PUSAT VETERINAR,6.6553649,100.2739128,
6429,PUSAT VETERINAR OPP,6.655462,100.2739894,
6430,KAMPUNG KESINAI,6.6552996,100.2725713,
6431,KAMPUNG KESINAI OPP,6.6553669,100.2726138,
6432,KAMPUNG SERI KESINAI,6.6548373,100.2704055,
6433,KAMPUNG SERI KESINAI OPP,6.6548373,100.2704055,
6434,KAMPUNG TITI ULU,6.6546105,100.2697546,
6435,KAMPUNG TITI ULU OPP,6.6547696,100.269886,
6436,UNICITI,6.6501718,100.2560298,
6437,UNICITI OPP,6.6500951,100.2557363,
6438,KG BARU 1,6.6484916,100.2491669,
6439,KG BARU 1 OPP,6.6485579,100.2490552,
6440,KG BARU 2,6.6472061,100.2449224,
6441,KG BARU 2 OPP,6.6473505,100.244973,
6442,MASJID AL-NUR / KG BARU 3,6.6465124,100.2425239,
6443,MASJID AL-NUR / KG BARU 3 OPP,6.6466132,100.2424726,
6444,KG SERI AMAN,6.6447309,100.2363572,
6445,KG SERI AMAN OPP,6.6447917,100.2362629,
6446,FELCRA LUBUK SIREH,6.6416091,100.229349,
6447,FELCRA LUBUK SIREH OPP,6.6414858,100.2289587,
6448,SMK RAJA PUAN MUDA TENGKU FAUZIAH,6.6370545,100.2200036,
6449,SMK RAJA PUAN MUDA TENGKU FAUZIAH OPP,6.637157,100.219963,
6450,MASJID JABAL AL- ALA,6.6327984,100.2093033,
6451,MASJID JABAL AL- ALA OPP,6.6327918,100.2093947,
6452,BATU 15A,6.6356825,100.2110438,
6453,BATU 15A OPP,6.6356561,100.2110984,
6454,KLINIK KESIHATAN KAKI BUKIT,6.6423446,100.2105105,
6455,PINTU A UITM ARAU,6.453178,100.272803,
15611,TERMINAL BAS SHAHAB PERDANA,6.140447,100.354252,
