shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
R1705035,2.7356929,102.2283626,40
R1705035,2.7361269,102.2255194,41
R1705035,2.7367860,102.2175479,42
R1705035,2.7370986,102.2126130,43
R1705035,2.7371236,102.2076023,44
R1705035,2.7369928,102.2017110,45
R1705035,2.7393687,102.1975601,46
R1705035,2.7394812,102.1959668,47
R1705035,2.7405207,102.1880221,48
R1705035,2.7412066,102.1842241,49
R1705035,2.7425622,102.1796751,50
R1705035,2.7420800,102.1754158,51
R1705035,2.7426071,102.1687992,52
R1705035,2.7429963,102.1665537,53
R1705035,2.7440251,102.1587592,54
R1705035,2.7439554,102.1570158,55
R1705035,2.7443756,102.1488844,56
R1705035,2.7448234,102.1397424,57
R1705035,2.7436660,102.1377897,58
R1705035,2.7419996,102.1349841,59
R1705035,2.7397599,102.1272218,60
R1705035,2.7385194,102.1243777,61
R1705035,2.7380503,102.1175588,62
R1705035,2.7370593,102.1069443,63
R1705035,2.7351785,102.0950192,64
R1705035,2.7337532,102.0890218,65
R1705035,2.7305221,102.0785075,66
R1705035,2.7163383,102.0128846,67
R1705035,2.7214933,102.0050687,68
R1705035,2.7224483,101.9987433,69
R1705035,2.7226829,101.9939643,70
R1705035,2.7228758,101.9875056,71
R1705035,2.7249555,101.9813035,72
R1705035,2.7257907,101.9788796,73
R1705035,2.7266856,101.9742823,74
R1705035,2.7257157,101.9698513,75
R1705035,2.7242636,101.9706184,76
R1705035,2.7215898,101.9642186,77
R1705035,2.7214290,101.9623196,78
R1705035,2.7198912,101.9582829,79
R1705035,2.7164792,101.9589414,80
R1705035,2.7141657,101.9596186,81
R1705035,2.7105301,101.9584519,82
R1705035,2.7141095,101.9496059,83
R1705035,2.7188195,101.9413608,84
R1705035,2.7228809,101.9376292,85
R1705035,2.7215201,101.9371551,86
R1705036,2.7215201,101.9371551,1
R1705036,2.7234974,101.9409853,2
R1705036,2.7221554,101.9413501,3
R1705036,2.7198858,101.9430077,4
R1705036,2.7168958,101.9457060,5
R1705036,2.7143131,101.9512528,6
R1705036,2.7150258,101.9523633,7
R1705036,2.7188302,101.9549060,8
R1705036,2.7218095,101.9557267,9
R1705036,2.7239435,101.9610224,10
R1705036,2.7262515,101.9677323,11
R1705036,2.7264069,101.9700766,12
R1705036,2.7257907,101.9788796,13
R1705036,2.7246916,101.9813442,14
R1705036,2.7232026,101.9862288,15
R1705036,2.7226829,101.9939643,16
R1705036,2.7224846,101.9987762,17
R1705036,2.7214933,102.0050687,18
R1705036,2.7161080,102.0135500,19
R1705036,2.7309240,102.0781910,20
R1705036,2.7339330,102.0888100,21
R1705036,2.7353714,102.0949441,22
R1705036,2.7372782,102.1068142,23
R1705036,2.7380503,102.1175588,24
R1705036,2.7385194,102.1243777,25
R1705036,2.7397599,102.1272218,26
R1705036,2.7419996,102.1349841,27
R1705036,2.7436660,102.1377897,28
R1705036,2.7448234,102.1397424,29
R1705036,2.7443756,102.1488844,30
R1705036,2.7439554,102.1570158,31
R1705036,2.7440251,102.1587592,32
R1705036,2.7437250,102.1639198,33
R1705036,2.7426071,102.1687992,34
R1705036,2.7420800,102.1754158,35
R1705036,2.7425622,102.1796751,36
R1705036,2.7412066,102.1842241,37
R1705036,2.7405207,102.1880221,38
R1705036,2.7394812,102.1959668,39
R1705036,2.7393687,102.1975601,40
R1705036,2.7372468,102.2061002,41
R1705036,2.7371236,102.2076023,42
R1705036,2.7370986,102.2126130,43
R1705036,2.7367860,102.2175479,44
R1705036,2.7361269,102.2255194,45
R1705036,2.7356929,102.2283626,46
R1705036,2.7351464,102.2326917,47
R1705036,2.7348409,102.2386569,48
R1705036,2.7350446,102.2429001,49
R1705036,2.7409976,102.2481278,50
R1705036,2.7441027,102.2480607,51
R1705036,2.7500518,102.2481716,52
R1705036,2.7522945,102.2493943,53
R1705036,2.7575818,102.2521575,54
R1705036,2.7597407,102.2545838,55
R1705036,2.7611534,102.2604395,56
R1705036,2.7669278,102.2629460,57
R1705036,2.7707415,102.2671257,58
R1705036,2.7741547,102.2814469,59
R1705036,2.7758855,102.2830913,60
R1705036,2.7803582,102.2870010,61
R1705036,2.7812272,102.2878207,62
R1705036,2.7881568,102.2911828,63
R1705036,2.7916323,102.3003799,64
R1705036,2.7936522,102.3021092,65
R1705036,2.7977731,102.3054065,66
R1705036,2.8048398,102.3103792,67
R1705036,2.8109671,102.3107723,68
R1705036,2.8160634,102.3125492,69
R1705036,2.8212790,102.3156611,70
R1705036,2.8236411,102.3161757,71
R1705036,2.8263432,102.3168873,72
R1705036,2.8279699,102.3172975,73
R1705036,2.8314423,102.3178174,74
R1705036,2.8334485,102.3190488,75
R1705036,2.8356420,102.3217954,76
R1705036,2.8325859,102.3292545,77
R1705036,2.8309490,102.3308766,78
R1705036,2.8291552,102.3333434,79
R1705036,2.8281410,102.3347599,80
R1705036,2.8262826,102.3376995,81
R1705036,2.8239991,102.3415260,82
R1705036,2.8233603,102.3432272,83
R1705036,2.8222738,102.3456149,84
R1705036,2.8206142,102.3492485,85
R1705036,2.8191005,102.3524955,86
R1705036,2.8170190,102.3569291,87
R1705036,2.8153463,102.3596290,88
R1705036,2.8126609,102.3640714,89
R1705036,2.8101137,102.3693602,90
R1705036,2.8082664,102.3727201,91
R1705036,2.8080016,102.3736928,92
R1705036,2.8072040,102.3778313,93
R1705036,2.8075206,102.3862198,94
R1705036,2.8083332,102.3907345,95
R1705036,2.8092965,102.3935478,96
R1705036,2.8086219,102.4043732,97
R1705038,2.8086219,102.4043732,1
R1705038,2.8092965,102.3935478,2
R1705038,2.8083332,102.3907345,3
R1705038,2.8075206,102.3862198,4
R1705038,2.8072040,102.3778313,5
R1705038,2.8076979,102.3747504,6
R1705038,2.8082664,102.3727201,7
R1705038,2.8101137,102.3693602,8
R1705038,2.8126609,102.3640714,9
R1705038,2.8153463,102.3596290,10
R1705038,2.8170190,102.3569291,11
R1705038,2.8191005,102.3524955,12
R1705038,2.8206142,102.3492485,13
R1705038,2.8222738,102.3456149,14
R1705038,2.8233603,102.3432272,15
R1705038,2.8239991,102.3415260,16
R1705038,2.8262826,102.3376995,17
R1705038,2.8281410,102.3347599,18
R1705038,2.8291552,102.3333434,19
R1705038,2.8309490,102.3308766,20
R1705038,2.8325859,102.3292545,21
R1705038,2.8356420,102.3217954,22
